center,target,opposite,center_label,target_label,opposite_label,target_dist,opposite_dist,self_emo_shift,self_time_dur,closest_time_dur
Ses05_sad_18_A_053,Ses05_sad_18_A_049,Ses05_sad_18_B_052,Neutral,Sadness,Sadness,4,1,1,0,0
Ses05_sad_18_A_067,Ses05_sad_18_A_066,Ses05_sad_18_B_063,Sadness,Neutral,Sadness,1,4,1,0,0
Ses05_sad_19_B_011,Ses05_sad_19_B_010,Ses05_sad_19_A_008,Sadness,Frustration,Neutral,1,3,1,0,0
Ses05_sad_19_B_022,Ses05_sad_19_B_021,pad,Anger,Frustration,pad,1,None,1,0,0
Ses05_sad_19_B_023,Ses05_sad_19_B_022,pad,Sadness,Anger,pad,1,None,1,0,0
Ses05_sad_19_B_025,Ses05_sad_19_B_024,pad,Sadness,Disappointment,pad,1,None,1,0,0
Ses05_sad_19_B_027,Ses05_sad_19_B_026,pad,Anger,Disappointment,pad,1,None,1,0,0
Ses05_sad_19_B_031,Ses05_sad_19_B_030,pad,Sadness,Anger,pad,1,None,1,0,0
Ses05_sad_19_B_034,Ses05_sad_19_B_032,Ses05_sad_19_A_033,Neutral,Frustration,Neutral,2,1,1,0,0
Ses05_sad_19_A_035,Ses05_sad_19_A_033,Ses05_sad_19_B_034,Sadness,Neutral,Neutral,2,1,1,0,0
Ses05_sad_19_A_036,Ses05_sad_19_A_035,Ses05_sad_19_B_034,Neutral,Sadness,Neutral,1,2,1,0,0
Ses05_sad_19_A_038,Ses05_sad_19_A_036,Ses05_sad_19_B_037,Sadness,Neutral,Neutral,2,1,1,0,0
Ses05_sad_19_B_044,Ses05_sad_19_B_043,Ses05_sad_19_A_040,Sadness,Frustration,Frustration,1,3,1,0,0
Ses05_sad_19_A_045,Ses05_sad_19_A_040,Ses05_sad_19_B_044,Sadness,Frustration,Sadness,4,1,1,0,0
Ses05_sad_20_A_019,Ses05_sad_20_A_018,Ses05_sad_20_B_015,Neutral,Frustration,Neutral,1,3,1,0,0
Ses05_sad_20_A_026,Ses05_sad_20_A_024,Ses05_sad_20_B_025,Neutral,Frustration,Neutral,2,1,1,0,0
Ses05_sad_20_A_058,Ses05_sad_20_A_056,Ses05_sad_20_B_057,Anger,Frustration,Neutral,2,1,1,0,0
Ses05_sad_20_A_060,Ses05_sad_20_A_058,Ses05_sad_20_B_057,Happiness,Anger,Neutral,1,2,1,0,0
Ses05_sad_20_A_065,Ses05_sad_20_A_063,Ses05_sad_20_B_062,Neutral,Happiness,Surprise,1,2,1,0,0
Ses05_sad_21_B_013,Ses05_sad_21_B_011,Ses05_sad_21_A_012,Neutral,Surprise,Sadness,2,1,1,0,0
Ses05_sad_21_B_018,Ses05_sad_21_B_013,Ses05_sad_21_A_017,Sadness,Neutral,Sadness,5,1,1,0,0
Ses05_sad_21_B_019,Ses05_sad_21_B_018,Ses05_sad_21_A_017,Neutral,Sadness,Sadness,1,2,1,0,0
Ses05_sad_21_A_036,Ses05_sad_21_A_033,Ses05_sad_21_B_035,Sadness,Relaxation,Neutral,3,1,1,0,0
Ses05_sad_21_B_039,Ses05_sad_21_B_037,Ses05_sad_21_A_036,Sadness,Neutral,Sadness,1,2,1,0,0
Ses05_sad_21_A_040,Ses05_sad_21_A_036,Ses05_sad_21_B_039,Happiness,Sadness,Sadness,3,1,1,0,0
Ses01_surprise_01_A_003,Ses01_surprise_01_A_001,Ses01_surprise_01_B_002,Neutral,Surprise,Neutral,2,1,1,0,0
Ses01_surprise_01_B_007,Ses01_surprise_01_B_005,Ses01_surprise_01_A_006,Neutral,Surprise,Neutral,2,1,1,0,0
Ses01_surprise_01_B_011,Ses01_surprise_01_B_010,Ses01_surprise_01_A_008,Anger,Neutral,Neutral,1,2,1,0,0
Ses01_surprise_01_B_015,Ses01_surprise_01_B_011,Ses01_surprise_01_A_012,Neutral,Anger,Surprise,2,1,1,0,0
Ses01_surprise_01_A_016,Ses01_surprise_01_A_012,Ses01_surprise_01_B_015,Neutral,Surprise,Neutral,2,1,1,0,0
Ses01_surprise_01_A_018,Ses01_surprise_01_A_017,Ses01_surprise_01_B_015,Anger,Neutral,Neutral,1,3,1,0,0
Ses01_surprise_01_B_022,Ses01_surprise_01_B_020,Ses01_surprise_01_A_021,Happiness,Neutral,Surprise,2,1,1,0,0
Ses01_surprise_01_A_023,Ses01_surprise_01_A_021,Ses01_surprise_01_B_022,Happiness,Surprise,Happiness,2,1,1,0,0
Ses01_surprise_01_A_030,Ses01_surprise_01_A_028,Ses01_surprise_01_B_029,Anger,Happiness,Happiness,2,1,1,0,0
Ses01_surprise_01_A_032,Ses01_surprise_01_A_030,Ses01_surprise_01_B_031,Happiness,Anger,Happiness,2,1,1,0,0
Ses01_surprise_01_B_036,Ses01_surprise_01_B_035,Ses01_surprise_01_A_033,Neutral,Happiness,Happiness,1,2,1,0,0
Ses01_surprise_01_A_037,Ses01_surprise_01_A_033,Ses01_surprise_01_B_036,Neutral,Happiness,Neutral,3,1,1,0,0
Ses01_surprise_01_A_040,Ses01_surprise_01_A_037,Ses01_surprise_01_B_039,Happiness,Neutral,Disappointment,3,1,1,0,0
Ses01_surprise_01_A_045,Ses01_surprise_01_A_042,Ses01_surprise_01_B_043,Anger,Happiness,Disappointment,2,1,1,0,0
Ses01_surprise_01_B_052,Ses01_surprise_01_B_048,Ses01_surprise_01_A_050,Neutral,Disappointment,Anger,2,1,1,0,0
Ses01_surprise_02_A_003,Ses01_surprise_02_A_001,pad,Happiness,Surprise,pad,1,None,1,0,0
Ses01_surprise_02_B_009,Ses01_surprise_02_B_006,Ses01_surprise_02_A_007,Neutral,Happiness,Surprise,2,1,1,0,0
Ses01_surprise_02_A_013,Ses01_surprise_02_A_010,Ses01_surprise_02_B_009,Happiness,Surprise,Neutral,1,2,1,0,0
Ses01_surprise_02_B_014,Ses01_surprise_02_B_009,Ses01_surprise_02_A_013,Happiness,Neutral,Happiness,3,1,1,0,0
Ses01_surprise_02_A_016,Ses01_surprise_02_A_013,Ses01_surprise_02_B_015,Neutral,Happiness,Happiness,3,1,1,0,0
Ses01_surprise_02_B_018,Ses01_surprise_02_B_017,Ses01_surprise_02_A_016,Neutral,Surprise,Neutral,1,2,1,0,0
Ses01_surprise_02_A_025,Ses01_surprise_02_A_024,Ses01_surprise_02_B_023,Neutral,Fear,Neutral,1,2,1,0,0
Ses01_surprise_02_A_031,Ses01_surprise_02_A_027,Ses01_surprise_02_B_030,Neutral,Fear,Neutral,4,1,1,0,0
Ses01_surprise_02_B_036,Ses01_surprise_02_B_035,Ses01_surprise_02_A_031,Neutral,Fear,Neutral,1,5,1,0,0
Ses01_surprise_02_B_043,Ses01_surprise_02_B_039,Ses01_surprise_02_A_042,Neutral,Fear,Fear,3,1,1,0,0
Ses01_surprise_02_A_044,Ses01_surprise_02_A_042,Ses01_surprise_02_B_043,Neutral,Fear,Neutral,2,1,1,0,0
Ses01_surprise_02_B_047,Ses01_surprise_02_B_045,Ses01_surprise_02_A_046,Neutral,Surprise,Neutral,2,1,1,0,0
Ses01_surprise_04_A_015,Ses01_surprise_04_A_012,Ses01_surprise_04_B_014,Anger,Neutral,Fear,3,1,1,0,0
Ses01_surprise_04_B_016,Ses01_surprise_04_B_014,Ses01_surprise_04_A_015,Neutral,Fear,Anger,2,1,1,0,0
Ses01_surprise_04_A_021,Ses01_surprise_04_A_019,Ses01_surprise_04_B_016,Anger,Surprise,Neutral,1,3,1,0,0
Ses01_surprise_04_B_022,Ses01_surprise_04_B_016,Ses01_surprise_04_A_021,Anger,Neutral,Anger,4,1,1,0,0
Ses01_surprise_04_A_033,Ses01_surprise_04_A_031,Ses01_surprise_04_B_028,Neutral,Anger,Anger,1,4,1,0,0
Ses01_surprise_04_B_038,Ses01_surprise_04_B_034,Ses01_surprise_04_A_037,Neutral,Anger,Fear,3,1,1,0,0
Ses01_surprise_04_A_039,Ses01_surprise_04_A_037,Ses01_surprise_04_B_038,Sadness,Fear,Neutral,2,1,1,0,0
Ses01_surprise_04_B_043,Ses01_surprise_04_B_038,Ses01_surprise_04_A_042,Sadness,Neutral,Sadness,5,1,1,0,0
Ses02_surprise_05_A_003,Ses02_surprise_05_A_001,Ses02_surprise_05_B_002,Happiness,Neutral,Neutral,2,1,1,0,0
Ses02_surprise_05_A_015,Ses02_surprise_05_A_013,Ses02_surprise_05_B_014,Happiness,Surprise,Neutral,2,1,1,0,0
Ses02_surprise_05_B_018,Ses02_surprise_05_B_016,Ses02_surprise_05_A_017,Happiness,Neutral,Happiness,2,1,1,0,0
Ses02_surprise_05_B_020,Ses02_surprise_05_B_018,Ses02_surprise_05_A_019,Neutral,Happiness,Happiness,2,1,1,0,0
Ses02_surprise_05_B_022,Ses02_surprise_05_B_020,Ses02_surprise_05_A_021,Happiness,Neutral,Happiness,2,1,1,0,0
Ses02_surprise_05_B_032,Ses02_surprise_05_B_030,Ses02_surprise_05_A_031,Neutral,Happiness,Happiness,2,1,1,0,0
Ses02_surprise_05_A_033,Ses02_surprise_05_A_031,Ses02_surprise_05_B_032,Neutral,Happiness,Neutral,2,1,1,0,0
Ses02_surprise_05_B_042,Ses02_surprise_05_B_040,Ses02_surprise_05_A_041,Happiness,Neutral,Surprise,2,1,1,0,0
Ses02_surprise_05_A_043,Ses02_surprise_05_A_041,Ses02_surprise_05_B_042,Neutral,Surprise,Happiness,2,1,1,0,0
Ses02_surprise_05_B_044,Ses02_surprise_05_B_042,Ses02_surprise_05_A_043,Neutral,Happiness,Neutral,2,1,1,0,0
Ses02_surprise_05_A_060,Ses02_surprise_05_A_058,Ses02_surprise_05_B_059,Anger,Fear,Fear,2,1,1,0,0
Ses02_surprise_05_A_065,Ses02_surprise_05_A_064,Ses02_surprise_05_B_063,Neutral,Fear,Surprise,1,2,1,0,0
Ses02_surprise_05_B_066,Ses02_surprise_05_B_063,Ses02_surprise_05_A_065,Neutral,Surprise,Neutral,3,1,1,0,0
Ses02_surprise_05_A_067,Ses02_surprise_05_A_065,Ses02_surprise_05_B_066,Anger,Neutral,Neutral,2,1,1,0,0
Ses02_surprise_06_B_006,Ses02_surprise_06_B_005,Ses02_surprise_06_A_004,Neutral,Surprise,Neutral,1,2,1,0,0
Ses02_surprise_06_B_011,Ses02_surprise_06_B_008,Ses02_surprise_06_A_010,Neutral,Surprise,Neutral,3,1,1,0,0
Ses02_surprise_06_B_023,Ses02_surprise_06_B_021,Ses02_surprise_06_A_022,Anger,Surprise,Neutral,2,1,1,0,0
Ses02_surprise_06_A_026,Ses02_surprise_06_A_025,Ses02_surprise_06_B_023,Neutral,Frustration,Anger,1,3,1,0,0
Ses02_surprise_06_B_033,Ses02_surprise_06_B_032,Ses02_surprise_06_A_030,Sadness,Frustration,Surprise,1,3,1,0,0
Ses02_surprise_06_B_034,Ses02_surprise_06_B_033,Ses02_surprise_06_A_030,Anger,Sadness,Surprise,1,4,1,0,0
Ses02_surprise_06_A_035,Ses02_surprise_06_A_030,Ses02_surprise_06_B_034,Neutral,Surprise,Anger,5,1,1,0,0
Ses02_surprise_07_A_002,Ses02_surprise_07_A_001,pad,Anger,Neutral,pad,1,None,1,0,0
Ses02_surprise_07_B_013,Ses02_surprise_07_B_011,Ses02_surprise_07_A_012,Neutral,Surprise,Surprise,2,1,1,0,0
Ses02_surprise_07_A_015,Ses02_surprise_07_A_014,Ses02_surprise_07_B_013,Neutral,Surprise,Neutral,1,2,1,0,0
Ses02_surprise_07_A_023,Ses02_surprise_07_A_020,Ses02_surprise_07_B_021,Neutral,Surprise,Neutral,2,1,1,0,0
Ses02_surprise_07_A_031,Ses02_surprise_07_A_029,Ses02_surprise_07_B_030,Happiness,Neutral,Neutral,2,1,1,0,0
Ses02_surprise_07_A_033,Ses02_surprise_07_A_031,Ses02_surprise_07_B_030,Neutral,Happiness,Neutral,1,2,1,0,0
Ses02_surprise_07_B_039,Ses02_surprise_07_B_038,Ses02_surprise_07_A_037,Neutral,Surprise,Surprise,1,2,1,0,0
Ses02_surprise_07_A_040,Ses02_surprise_07_A_037,Ses02_surprise_07_B_039,Neutral,Surprise,Neutral,3,1,1,0,0
Ses02_surprise_08_B_015,Ses02_surprise_08_B_012,Ses02_surprise_08_A_014,Neutral,Surprise,Surprise,3,1,1,0,0
Ses02_surprise_08_A_022,Ses02_surprise_08_A_018,Ses02_surprise_08_B_019,Neutral,Surprise,Fear,2,1,1,0,0
Ses02_surprise_08_B_033,Ses02_surprise_08_B_031,Ses02_surprise_08_A_032,Neutral,Frustration,Neutral,2,1,1,0,0
Ses02_surprise_08_A_049,Ses02_surprise_08_A_047,Ses02_surprise_08_B_048,Neutral,Fear,Fear,2,1,1,0,0
Ses03_surprise_09_B_025,Ses03_surprise_09_B_021,Ses03_surprise_09_A_022,Sadness,Surprise,Sadness,2,1,1,0,0
Ses03_surprise_09_B_040,Ses03_surprise_09_B_038,Ses03_surprise_09_A_039,Neutral,Frustration,Sadness,2,1,1,0,0
Ses03_surprise_09_B_044,Ses03_surprise_09_B_042,Ses03_surprise_09_A_043,Anger,Frustration,Surprise,2,1,1,0,0
Ses03_surprise_09_B_048,Ses03_surprise_09_B_047,Ses03_surprise_09_A_046,Neutral,Frustration,Surprise,1,2,1,0,0
Ses03_surprise_09_B_050,Ses03_surprise_09_B_048,Ses03_surprise_09_A_049,Anger,Neutral,Surprise,2,1,1,0,0
Ses03_surprise_09_A_051,Ses03_surprise_09_A_049,Ses03_surprise_09_B_050,Sadness,Surprise,Anger,2,1,1,0,0
Ses03_surprise_10_A_007,Ses03_surprise_10_A_004,Ses03_surprise_10_B_005,Anger,Surprise,Surprise,2,1,1,0,0
Ses03_surprise_10_A_014,Ses03_surprise_10_A_011,Ses03_surprise_10_B_010,Neutral,Surprise,Fear,1,2,1,0,0
Ses03_surprise_10_B_025,Ses03_surprise_10_B_023,Ses03_surprise_10_A_024,Anger,Fear,Neutral,2,1,1,0,0
Ses03_surprise_10_B_027,Ses03_surprise_10_B_025,Ses03_surprise_10_A_026,Neutral,Anger,Neutral,2,1,1,0,0
Ses03_surprise_10_B_035,Ses03_surprise_10_B_033,Ses03_surprise_10_A_032,Neutral,Fear,Surprise,1,2,1,0,0
Ses03_surprise_10_A_036,Ses03_surprise_10_A_032,Ses03_surprise_10_B_035,Neutral,Surprise,Neutral,3,1,1,0,0
Ses03_surprise_10_A_043,Ses03_surprise_10_A_038,Ses03_surprise_10_B_041,Happiness,Neutral,Fear,3,1,1,0,0
Ses03_surprise_10_A_045,Ses03_surprise_10_A_043,Ses03_surprise_10_B_041,Neutral,Happiness,Fear,1,2,1,0,0
Ses03_surprise_10_A_049,Ses03_surprise_10_A_047,Ses03_surprise_10_B_046,Anger,Neutral,Fear,1,2,1,0,0
Ses03_surprise_10_B_050,Ses03_surprise_10_B_046,Ses03_surprise_10_A_049,Anger,Fear,Anger,3,1,1,0,0
Ses03_surprise_10_A_052,Ses03_surprise_10_A_049,Ses03_surprise_10_B_050,Neutral,Anger,Anger,2,1,1,0,0
Ses03_surprise_10_A_057,Ses03_surprise_10_A_055,Ses03_surprise_10_B_056,Neutral,Surprise,Fear,2,1,1,0,0
Ses03_surprise_10_A_064,Ses03_surprise_10_A_062,Ses03_surprise_10_B_063,Neutral,Surprise,Fear,2,1,1,0,0
Ses03_surprise_10_B_070,Ses03_surprise_10_B_068,Ses03_surprise_10_A_069,Anger,Fear,Neutral,2,1,1,0,0
Ses03_surprise_10_A_076,Ses03_surprise_10_A_074,Ses03_surprise_10_B_075,Anger,Neutral,Fear,2,1,1,0,0
Ses03_surprise_12_A_003,Ses03_surprise_12_A_001,Ses03_surprise_12_B_002,Happiness,Surprise,Neutral,2,1,1,0,0
Ses03_surprise_12_B_008,Ses03_surprise_12_B_006,Ses03_surprise_12_A_007,Neutral,Surprise,Happiness,2,1,1,0,0
Ses03_surprise_12_A_011,Ses03_surprise_12_A_009,Ses03_surprise_12_B_010,Neutral,Happiness,Neutral,2,1,1,0,0
Ses03_surprise_12_A_012,Ses03_surprise_12_A_011,Ses03_surprise_12_B_010,Happiness,Neutral,Neutral,1,2,1,0,0
Ses03_surprise_12_A_015,Ses03_surprise_12_A_012,Ses03_surprise_12_B_014,Neutral,Happiness,Neutral,3,1,1,0,0
Ses03_surprise_12_A_023,Ses03_surprise_12_A_021,Ses03_surprise_12_B_022,Happiness,Neutral,Neutral,2,1,1,0,0
Ses03_surprise_12_A_025,Ses03_surprise_12_A_023,Ses03_surprise_12_B_024,Neutral,Happiness,Neutral,2,1,1,0,0
Ses03_surprise_12_A_028,Ses03_surprise_12_A_025,Ses03_surprise_12_B_026,Happiness,Neutral,Neutral,2,1,1,0,0
Ses03_surprise_12_A_030,Ses03_surprise_12_A_028,Ses03_surprise_12_B_029,Neutral,Happiness,Neutral,2,1,1,0,0
Ses03_surprise_12_A_036,Ses03_surprise_12_A_033,Ses03_surprise_12_B_035,Happiness,Neutral,Surprise,3,1,1,0,0
Ses03_surprise_12_B_042,Ses03_surprise_12_B_039,Ses03_surprise_12_A_040,Happiness,Surprise,Surprise,2,1,1,0,0
Ses03_surprise_12_A_044,Ses03_surprise_12_A_040,Ses03_surprise_12_B_043,Happiness,Surprise,Happiness,3,1,1,0,0
Ses03_surprise_12_B_047,Ses03_surprise_12_B_045,Ses03_surprise_12_A_046,Neutral,Happiness,Happiness,2,1,1,0,0
Ses03_surprise_12_A_048,Ses03_surprise_12_A_046,Ses03_surprise_12_B_047,Neutral,Happiness,Neutral,2,1,1,0,0
Ses03_surprise_12_B_049,Ses03_surprise_12_B_047,Ses03_surprise_12_A_048,Happiness,Neutral,Neutral,2,1,1,0,0
Ses03_surprise_12_B_051,Ses03_surprise_12_B_049,Ses03_surprise_12_A_048,Neutral,Happiness,Neutral,1,2,1,0,0
Ses03_surprise_12_A_055,Ses03_surprise_12_A_054,Ses03_surprise_12_B_053,Neutral,Surprise,Neutral,1,2,1,0,0
Ses03_surprise_12_B_071,Ses03_surprise_12_B_069,Ses03_surprise_12_A_070,Happiness,Neutral,Surprise,2,1,1,0,0
Ses03_surprise_12_A_075,Ses03_surprise_12_A_070,Ses03_surprise_12_B_073,Neutral,Surprise,Happiness,4,1,1,0,0
Ses03_surprise_12_B_076,Ses03_surprise_12_B_073,Ses03_surprise_12_A_075,Neutral,Happiness,Neutral,2,1,1,0,0
Ses03_surprise_12_B_088,Ses03_surprise_12_B_086,Ses03_surprise_12_A_087,Happiness,Neutral,Neutral,2,1,1,0,0
Ses03_surprise_12_A_091,Ses03_surprise_12_A_087,Ses03_surprise_12_B_089,Happiness,Neutral,Happiness,3,1,1,0,0
Ses03_surprise_12_A_092,Ses03_surprise_12_A_091,Ses03_surprise_12_B_089,Neutral,Happiness,Happiness,1,2,1,0,0
Ses03_surprise_12_B_093,Ses03_surprise_12_B_089,Ses03_surprise_12_A_092,Neutral,Happiness,Neutral,3,1,1,0,0
Ses03_surprise_12_B_108,Ses03_surprise_12_B_107,Ses03_surprise_12_A_104,Anger,Relaxation,Neutral,1,4,1,0,0
Ses03_surprise_12_B_115,Ses03_surprise_12_B_113,Ses03_surprise_12_A_114,Neutral,Disappointment,Neutral,2,1,1,0,0
Ses03_surprise_12_B_121,Ses03_surprise_12_B_119,Ses03_surprise_12_A_120,Anger,Neutral,Neutral,2,1,1,0,0
Ses03_surprise_12_B_123,Ses03_surprise_12_B_121,Ses03_surprise_12_A_120,Neutral,Anger,Neutral,1,2,1,0,0
Ses03_surprise_12_B_129,Ses03_surprise_12_B_127,Ses03_surprise_12_A_126,Neutral,Disappointment,Neutral,1,2,1,0,0
Ses03_surprise_12_B_133,Ses03_surprise_12_B_130,Ses03_surprise_12_A_132,Happiness,Neutral,Neutral,3,1,1,0,0
Ses03_surprise_12_A_134,Ses03_surprise_12_A_132,Ses03_surprise_12_B_133,Happiness,Neutral,Happiness,2,1,1,0,0
Ses03_surprise_12_B_145,Ses03_surprise_12_B_143,Ses03_surprise_12_A_144,Happiness,Surprise,Surprise,2,1,1,0,0
Ses03_surprise_12_B_155,Ses03_surprise_12_B_150,Ses03_surprise_12_A_154,Happiness,Surprise,Surprise,3,1,1,0,0
Ses04_surprise_13_B_005,Ses04_surprise_13_B_003,Ses04_surprise_13_A_004,Neutral,Anger,Surprise,2,1,1,0,0
Ses04_surprise_13_B_010,Ses04_surprise_13_B_008,Ses04_surprise_13_A_009,Neutral,Surprise,Fear,2,1,1,0,0
Ses04_surprise_13_A_013,Ses04_surprise_13_A_009,Ses04_surprise_13_B_012,Anger,Fear,Surprise,3,1,1,0,0
Ses04_surprise_13_B_028,Ses04_surprise_13_B_026,Ses04_surprise_13_A_027,Neutral,Fear,Fear,2,1,1,0,0
Ses04_surprise_13_A_041,Ses04_surprise_13_A_040,Ses04_surprise_13_B_039,Neutral,Surprise,Surprise,1,2,1,0,0
Ses04_surprise_13_B_042,Ses04_surprise_13_B_039,Ses04_surprise_13_A_041,Neutral,Surprise,Neutral,3,1,1,0,0
Ses04_surprise_13_B_047,Ses04_surprise_13_B_046,Ses04_surprise_13_A_045,Neutral,Fear,Fear,1,2,1,0,0
Ses04_surprise_13_A_048,Ses04_surprise_13_A_045,Ses04_surprise_13_B_047,Neutral,Fear,Neutral,3,1,1,0,0
Ses04_surprise_14_B_006,Ses04_surprise_14_B_004,Ses04_surprise_14_A_005,Happiness,Relaxation,Neutral,2,1,1,0,0
Ses04_surprise_14_B_011,Ses04_surprise_14_B_010,Ses04_surprise_14_A_009,Neutral,Happiness,Surprise,1,2,1,0,0
Ses04_surprise_14_A_014,Ses04_surprise_14_A_012,Ses04_surprise_14_B_013,Neutral,Surprise,Neutral,2,1,1,0,0
Ses04_surprise_14_B_015,Ses04_surprise_14_B_013,Ses04_surprise_14_A_014,Happiness,Neutral,Neutral,2,1,1,0,0
Ses04_surprise_14_B_017,Ses04_surprise_14_B_015,Ses04_surprise_14_A_014,Neutral,Happiness,Neutral,1,2,1,0,0
Ses04_surprise_14_B_018,Ses04_surprise_14_B_017,Ses04_surprise_14_A_014,Happiness,Neutral,Neutral,1,3,1,0,0
Ses04_surprise_14_B_020,Ses04_surprise_14_B_018,Ses04_surprise_14_A_019,Neutral,Happiness,Surprise,2,1,1,0,0
Ses04_surprise_14_A_022,Ses04_surprise_14_A_019,Ses04_surprise_14_B_021,Neutral,Surprise,Neutral,3,1,1,0,0
Ses04_surprise_14_A_025,Ses04_surprise_14_A_024,Ses04_surprise_14_B_023,Neutral,Surprise,Neutral,1,2,1,0,0
Ses04_surprise_14_B_026,Ses04_surprise_14_B_023,Ses04_surprise_14_A_025,Happiness,Neutral,Neutral,3,1,1,0,0
Ses04_surprise_14_A_033,Ses04_surprise_14_A_031,Ses04_surprise_14_B_032,Neutral,Surprise,Surprise,2,1,1,0,0
Ses04_surprise_14_B_034,Ses04_surprise_14_B_032,Ses04_surprise_14_A_033,Neutral,Surprise,Neutral,2,1,1,0,0
Ses04_surprise_14_A_036,Ses04_surprise_14_A_035,Ses04_surprise_14_B_034,Neutral,Surprise,Neutral,1,2,1,0,0
Ses04_surprise_14_B_040,Ses04_surprise_14_B_038,Ses04_surprise_14_A_039,Happiness,Neutral,Neutral,2,1,1,0,0
Ses04_surprise_14_B_044,Ses04_surprise_14_B_041,Ses04_surprise_14_A_042,Neutral,Happiness,Neutral,2,1,1,0,0
Ses04_surprise_14_B_051,Ses04_surprise_14_B_050,Ses04_surprise_14_A_049,Happiness,Surprise,Surprise,1,2,1,0,0
Ses04_surprise_14_A_052,Ses04_surprise_14_A_049,Ses04_surprise_14_B_051,Happiness,Surprise,Happiness,3,1,1,0,0
Ses04_surprise_14_A_060,Ses04_surprise_14_A_058,Ses04_surprise_14_B_059,Neutral,Surprise,Surprise,2,1,1,0,0
Ses04_surprise_14_B_065,Ses04_surprise_14_B_063,Ses04_surprise_14_A_064,Neutral,Surprise,Surprise,2,1,1,0,0
Ses04_surprise_16_A_003,Ses04_surprise_16_A_002,pad,Neutral,Frustration,pad,1,None,1,0,0
Ses04_surprise_16_A_007,Ses04_surprise_16_A_006,pad,Neutral,Surprise,pad,1,None,1,0,0
Ses04_surprise_16_A_016,Ses04_surprise_16_A_014,Ses04_surprise_16_B_015,Neutral,Frustration,Neutral,2,1,1,0,0
Ses04_surprise_16_A_024,Ses04_surprise_16_A_023,Ses04_surprise_16_B_022,Neutral,Frustration,Neutral,1,2,1,0,0
Ses04_surprise_16_B_032,Ses04_surprise_16_B_029,Ses04_surprise_16_A_031,Happiness,Neutral,Surprise,3,1,1,0,0
Ses04_surprise_16_B_035,Ses04_surprise_16_B_033,Ses04_surprise_16_A_034,Neutral,Happiness,Surprise,2,1,1,0,0
Ses04_surprise_16_A_036,Ses04_surprise_16_A_034,Ses04_surprise_16_B_035,Neutral,Surprise,Neutral,2,1,1,0,0
Ses04_surprise_16_B_041,Ses04_surprise_16_B_040,Ses04_surprise_16_A_039,Neutral,Surprise,Surprise,1,2,1,0,0
Ses05_surprise_17_A_004,Ses05_surprise_17_A_003,Ses05_surprise_17_B_002,Anger,Neutral,Neutral,1,2,1,0,0
Ses05_surprise_17_B_005,Ses05_surprise_17_B_002,Ses05_surprise_17_A_004,Anger,Neutral,Anger,3,1,1,0,0
Ses05_surprise_17_A_009,Ses05_surprise_17_A_007,Ses05_surprise_17_B_008,Neutral,Surprise,Surprise,2,1,1,0,0
Ses05_surprise_17_B_011,Ses05_surprise_17_B_008,Ses05_surprise_17_A_010,Neutral,Surprise,Neutral,3,1,1,0,0
Ses05_surprise_17_A_016,Ses05_surprise_17_A_014,Ses05_surprise_17_B_015,Happiness,Neutral,Neutral,2,1,1,0,0
Ses05_surprise_17_A_018,Ses05_surprise_17_A_016,Ses05_surprise_17_B_017,Neutral,Happiness,Neutral,2,1,1,0,0
Ses05_surprise_17_A_020,Ses05_surprise_17_A_018,Ses05_surprise_17_B_019,Happiness,Neutral,Neutral,2,1,1,0,0
Ses05_surprise_17_A_025,Ses05_surprise_17_A_024,Ses05_surprise_17_B_023,Anger,Surprise,Surprise,1,2,1,0,0
Ses05_surprise_17_B_026,Ses05_surprise_17_B_023,Ses05_surprise_17_A_025,Anger,Surprise,Anger,3,1,1,0,0
Ses05_surprise_17_A_027,Ses05_surprise_17_A_025,Ses05_surprise_17_B_026,Neutral,Anger,Anger,2,1,1,0,0
Ses05_surprise_21_B_011,Ses05_surprise_21_B_010,Ses05_surprise_21_A_009,Neutral,Happiness,Surprise,1,2,1,0,0
Ses05_surprise_21_B_012,Ses05_surprise_21_B_011,Ses05_surprise_21_A_009,Happiness,Neutral,Surprise,1,3,1,0,0
Ses05_surprise_21_B_014,Ses05_surprise_21_B_013,Ses05_surprise_21_A_009,Neutral,Happiness,Surprise,1,5,1,0,0
Ses05_surprise_21_B_015,Ses05_surprise_21_B_014,Ses05_surprise_21_A_009,Happiness,Neutral,Surprise,1,6,1,0,0
Ses05_surprise_21_A_019,Ses05_surprise_21_A_009,Ses05_surprise_21_B_018,Neutral,Surprise,Happiness,8,1,1,0,0
Ses05_surprise_21_B_029,Ses05_surprise_21_B_027,Ses05_surprise_21_A_028,Neutral,Happiness,Neutral,2,1,1,0,0
Ses05_surprise_21_B_031,Ses05_surprise_21_B_029,Ses05_surprise_21_A_030,Happiness,Neutral,Neutral,2,1,1,0,0
Ses05_surprise_21_A_042,Ses05_surprise_21_A_041,Ses05_surprise_21_B_038,Anger,Neutral,Surprise,1,4,1,0,0
Ses05_surprise_21_A_044,Ses05_surprise_21_A_042,Ses05_surprise_21_B_043,Neutral,Anger,Surprise,2,1,1,0,0
Ses01_surprise_22_A_011,Ses01_surprise_22_A_009,Ses01_surprise_22_B_010,Neutral,Happiness,Neutral,2,1,1,0,0
Ses01_surprise_22_A_013,Ses01_surprise_22_A_011,Ses01_surprise_22_B_012,Happiness,Neutral,Neutral,2,1,1,0,0
